"smoke","sex","age","edu","weight","height","bmi","sport","marital","region","wkabint","income","ls"
"NO","FEMALE",34,"VOCATIONAL/GRAMMAR",60,164,22.3081499107674,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"YES","FEMALE",52,"VOCATIONAL/GRAMMAR",48,158,19.2276878705336,"YES","MARRIED","Kujawsko-pomorskie","NO",270,"PLEASED"
"NO","FEMALE",71,"POST-SECONDARY OR HIGHER",60,158,24.034609838167,"YES","MARRIED","Slaskie","NO",1200,"PLEASED"
"NO","MALE",18,"VOCATIONAL/GRAMMAR",68,182,20.5289216278227,"NO","SINGLE","Slaskie","NO",-8,"MIXED"
"NO","MALE",67,"VOCATIONAL/GRAMMAR",90,172,30.4218496484586,"YES","MARRIED","Slaskie","NO",1400,"MOSTLY SATISFIED"
"NO","MALE",52,"VOCATIONAL/GRAMMAR",105,170,36.3321799307959,"YES","MARRIED","Lubelskie","NO",1500,"PLEASED"
"NO","MALE",47,"VOCATIONAL/GRAMMAR",70,166,25.4028160836116,"YES","MARRIED","Lodzkie","NO",1500,"PLEASED"
"NO","FEMALE",67,"PRIMARY/NO EDUCATION",62,158,24.8357634994392,"YES","WIDOWED","Kujawsko-pomorskie","NO",1500,"MOSTLY DISSATISFIED"
"NO","FEMALE",72,"SECONDARY",80,164,29.7441998810232,"YES","WIDOWED","Dolnoslaskie","NO",1000,"MOSTLY DISSATISFIED"
"YES","FEMALE",52,"PRIMARY/NO EDUCATION",92,175,30.0408163265306,"YES","MARRIED","Dolnoslaskie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",38,"PRIMARY/NO EDUCATION",52,156,21.3675213675214,"YES","SINGLE","Warminsko-mazurskie","NO",1300,"MIXED"
"NO","FEMALE",62,"VOCATIONAL/GRAMMAR",69,164,25.6543723973825,"NO","MARRIED","Mazowieckie","NO",802,"MIXED"
"NO","MALE",57,"VOCATIONAL/GRAMMAR",100,167,35.8564308508731,"NO","MARRIED","Lodzkie","NO",1300,"PLEASED"
"NO","MALE",33,"VOCATIONAL/GRAMMAR",102,178,32.1929049362454,"NO","MARRIED","Kujawsko-pomorskie","NO",1500,"PLEASED"
"NO","MALE",77,"SECONDARY",82,172,27.7176852352623,"YES","MARRIED","Lodzkie","NO",1000,"MOSTLY SATISFIED"
"NO","MALE",55,"VOCATIONAL/GRAMMAR",90,170,31.1418685121107,"YES","MARRIED","Podkarpackie","NO",1700,"PLEASED"
"YES","MALE",32,"VOCATIONAL/GRAMMAR",74,176,23.8894628099174,"YES","DIVORCED","Mazowieckie","YES",2000,"MOSTLY SATISFIED"
"YES","MALE",55,"PRIMARY/NO EDUCATION",77,178,24.3024870597147,"YES","MARRIED","Mazowieckie","NO",2000,"MIXED"
"YES","FEMALE",29,"SECONDARY",62,168,21.9671201814059,"YES","DIVORCED","Podlaskie","NO",1500,"MIXED"
"NO","FEMALE",50,"POST-SECONDARY OR HIGHER",61,168,21.6128117913832,"NO","MARRIED","Slaskie","NO",2000,"MOSTLY SATISFIED"
"NO","FEMALE",82,"PRIMARY/NO EDUCATION",75,160,29.296875,"YES","WIDOWED","Mazowieckie","NO",1300,"PLEASED"
"YES","MALE",64,"PRIMARY/NO EDUCATION",60,170,20.7612456747405,"YES","MARRIED","Kujawsko-pomorskie","NO",1200,"UNHAPPY"
"NO","FEMALE",29,"VOCATIONAL/GRAMMAR",68,173,22.7204383708109,"YES","MARRIED","Kujawsko-pomorskie","NO",1300,"MOSTLY SATISFIED"
"NO","FEMALE",74,"PRIMARY/NO EDUCATION",100,165,36.7309458218549,"YES","MARRIED","Lubelskie","NO",850,"MIXED"
"NO","FEMALE",65,"SECONDARY",85,168,30.1162131519274,"YES","WIDOWED","Zachodnio-pomorskie","NO",1500,"PLEASED"
"NO","FEMALE",56,"SECONDARY",58,158,23.2334561768947,"YES","MARRIED","Swietokrzyskie","NO",3000,"MOSTLY SATISFIED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",75,156,30.818540433925,"NO","SINGLE","Mazowieckie","NO",NA,"MIXED"
"NO","FEMALE",25,"SECONDARY",58,168,20.5498866213152,"YES","MARRIED","Lodzkie","NO",1500,"PLEASED"
"NO","MALE",64,"POST-SECONDARY OR HIGHER",92,168,32.5963718820862,"YES","MARRIED","Mazowieckie","NO",2130,"PLEASED"
"NO","FEMALE",67,"PRIMARY/NO EDUCATION",95,160,37.109375,"YES","WIDOWED","Mazowieckie","NO",800,"MIXED"
"NO","MALE",80,"POST-SECONDARY OR HIGHER",92,174,30.3871052979257,"YES","MARRIED","Podlaskie","NO",1600,"MOSTLY SATISFIED"
"NO","MALE",41,"VOCATIONAL/GRAMMAR",95,175,31.0204081632653,"YES","MARRIED","Swietokrzyskie","NO",500,"PLEASED"
"NO","MALE",40,"VOCATIONAL/GRAMMAR",69,170,23.8754325259516,"YES","MARRIED","Podkarpackie","NO",3160,"PLEASED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",43,152,18.6114958448753,"YES","MARRIED","Podlaskie","NO",2000,"DELIGHTED"
"NO","MALE",75,"PRIMARY/NO EDUCATION",86,172,29.0697674418605,"NO","MARRIED","Zachodnio-pomorskie","NO",1600,"PLEASED"
"YES","MALE",30,"SECONDARY",75,176,24.2122933884298,"NO","SINGLE","Warminsko-mazurskie","NO",1300,"MOSTLY SATISFIED"
"NO","MALE",74,"SECONDARY",90,178,28.4055043555107,"YES","WIDOWED","Kujawsko-pomorskie","NO",1800,"MOSTLY SATISFIED"
"YES","MALE",30,"POST-SECONDARY OR HIGHER",81,182,24.4535684096124,"NO","SINGLE","Lubelskie","NO",3200,"MOSTLY SATISFIED"
"NO","FEMALE",67,"PRIMARY/NO EDUCATION",77,156,31.6403681788297,"YES","MARRIED","Mazowieckie","NO",900,"PLEASED"
"YES","FEMALE",48,"VOCATIONAL/GRAMMAR",54,170,18.6851211072664,"NO","MARRIED","Dolnoslaskie","NO",NA,"MIXED"
"YES","MALE",58,"VOCATIONAL/GRAMMAR",83,179,25.9043101026809,"YES","MARRIED","Kujawsko-pomorskie","NO",450,"MIXED"
"NO","MALE",52,"PRIMARY/NO EDUCATION",105,174,34.6809353943718,"YES","MARRIED","Dolnoslaskie","NO",3500,"MOSTLY DISSATISFIED"
"NO","FEMALE",34,"POST-SECONDARY OR HIGHER",59,169,20.6575400021008,"NO","MARRIED","Slaskie","NO",-8,"PLEASED"
"NO","FEMALE",56,"VOCATIONAL/GRAMMAR",55,165,20.2020202020202,"NO","WIDOWED","Lodzkie","NO",NA,"MIXED"
"YES","MALE",57,"PRIMARY/NO EDUCATION",73,154,30.780907404284,"NO","MARRIED","Wielkopolskie","YES",NA,"PLEASED"
"YES","MALE",53,"SECONDARY",90,178,28.4055043555107,"YES","MARRIED","Mazowieckie","NO",2000,"PLEASED"
"YES","MALE",41,"VOCATIONAL/GRAMMAR",86,176,27.7634297520661,"YES","MARRIED","Dolnoslaskie","NO",1300,"MOSTLY SATISFIED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",66,154,27.8293135435993,"YES","WIDOWED","Warminsko-mazurskie","NO",1020,"MOSTLY SATISFIED"
"NO","FEMALE",49,"VOCATIONAL/GRAMMAR",78,168,27.6360544217687,"YES","MARRIED","Mazowieckie","NO",600,"MIXED"
"NO","MALE",83,"SECONDARY",90,170,31.1418685121107,"YES","MARRIED","Pomorskie","NO",1700,"PLEASED"
"NO","MALE",71,"VOCATIONAL/GRAMMAR",120,184,35.4442344045369,"YES","MARRIED","Lubelskie","NO",1300,"MIXED"
"YES","MALE",54,"SECONDARY",87,185,25.4200146092038,"YES","MARRIED","Wielkopolskie","NO",3000,"PLEASED"
"NO","MALE",65,"SECONDARY",70,168,24.8015873015873,"NO","MARRIED","Malopolskie","NO",3000,"MOSTLY SATISFIED"
"YES","FEMALE",55,"PRIMARY/NO EDUCATION",68,176,21.952479338843,"NO","MARRIED","Wielkopolskie","NO",600,"MOSTLY SATISFIED"
"NO","MALE",58,"VOCATIONAL/GRAMMAR",54,160,21.09375,"YES","MARRIED","Podlaskie","NO",1200,"MOSTLY SATISFIED"
"NO","FEMALE",42,"SECONDARY",80,169,28.0102237316621,"YES","MARRIED","Slaskie","NO",1200,"PLEASED"
"NO","FEMALE",33,"POST-SECONDARY OR HIGHER",63,170,21.7993079584775,"YES","MARRIED","Podlaskie","NO",NA,"PLEASED"
"YES","FEMALE",50,"POST-SECONDARY OR HIGHER",55,158,22.0317256849864,"YES","MARRIED","Podlaskie","NO",1300,"PLEASED"
"NO","FEMALE",24,"POST-SECONDARY OR HIGHER",50,158,20.0288415318058,"YES","SINGLE","Malopolskie","NO",616,"PLEASED"
"YES","FEMALE",75,"PRIMARY/NO EDUCATION",78,158,31.244992789617,"YES","WIDOWED","Warminsko-mazurskie","NO",1450,"PLEASED"
"NO","FEMALE",34,"SECONDARY",55,160,21.484375,"NO","MARRIED","Lodzkie","NO",NA,"DELIGHTED"
"NO","MALE",24,"SECONDARY",72,176,23.2438016528926,"NO","SINGLE","Mazowieckie","NO",-8,"PLEASED"
"NO","FEMALE",59,"SECONDARY",56,158,22.4323025156225,"YES","WIDOWED","Opolskie","NO",1035,"MIXED"
"NO","FEMALE",39,"PRIMARY/NO EDUCATION",60,164,22.3081499107674,"YES","MARRIED","Malopolskie","NO",-8,"MOSTLY SATISFIED"
"YES","FEMALE",37,"VOCATIONAL/GRAMMAR",54,156,22.189349112426,"NO","MARRIED","Malopolskie","NO",2200,"PLEASED"
"NO","MALE",91,"SECONDARY",84,173,28.0664238698253,"NO","WIDOWED","Kujawsko-pomorskie","NO",9500,"PLEASED"
"NO","FEMALE",35,"POST-SECONDARY OR HIGHER",81,168,28.6989795918367,"YES","MARRIED","Dolnoslaskie","NO",NA,"PLEASED"
"NO","MALE",61,"PRIMARY/NO EDUCATION",70,176,22.5981404958678,"YES","MARRIED","Malopolskie","NO",1300,"PLEASED"
"NO","FEMALE",32,"SECONDARY",54,158,21.6311488543503,"YES","DIVORCED","Swietokrzyskie","NO",1400,"PLEASED"
"NO","MALE",52,"SECONDARY",96,172,32.4499729583559,"YES","MARRIED","Podkarpackie","NO",3000,"MOSTLY SATISFIED"
"NO","MALE",74,"PRIMARY/NO EDUCATION",80,190,22.1606648199446,"YES","SINGLE","Malopolskie","NO",600,"MIXED"
"NO","FEMALE",46,"SECONDARY",60,170,20.7612456747405,"YES","MARRIED","Podlaskie","NO",1200,"MOSTLY SATISFIED"
"NO","MALE",55,"VOCATIONAL/GRAMMAR",99,185,28.9262235208181,"YES","MARRIED","Lubelskie","NO",-8,"PLEASED"
"NO","FEMALE",34,"SECONDARY",64,164,23.7953599048186,"YES","MARRIED","Lubelskie","NO",1300,"MOSTLY SATISFIED"
"NO","MALE",23,"SECONDARY",80,184,23.6294896030246,"NO","SINGLE","Slaskie","NO",NA,"PLEASED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",65,167,23.3066800530675,"NO","SINGLE","Zachodnio-pomorskie","YES",NA,"MOSTLY SATISFIED"
"YES","MALE",60,"POST-SECONDARY OR HIGHER",100,178,31.561671506123,"NO","MARRIED","Mazowieckie","NO",5000,"PLEASED"
"YES","MALE",27,"VOCATIONAL/GRAMMAR",90,190,24.9307479224377,"YES","MARRIED","Slaskie","NO",NA,"MIXED"
"NO","FEMALE",46,"VOCATIONAL/GRAMMAR",70,170,24.2214532871972,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"MOSTLY SATISFIED"
"YES","FEMALE",61,"VOCATIONAL/GRAMMAR",60,154,25.2993759487266,"YES","MARRIED","Pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",42,"POST-SECONDARY OR HIGHER",70,158,28.0403781445281,"NO","MARRIED","Kujawsko-pomorskie","NO",3000,"PLEASED"
"NO","FEMALE",78,"PRIMARY/NO EDUCATION",NA,NA,NA,"YES","MARRIED","Mazowieckie","NO",1130,"MIXED"
"YES","FEMALE",61,"POST-SECONDARY OR HIGHER",83,172,28.0557057869118,"YES","MARRIED","Wielkopolskie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",51,"POST-SECONDARY OR HIGHER",72,176,23.2438016528926,"YES","MARRIED","Opolskie","NO",4500,"PLEASED"
"YES","MALE",53,"PRIMARY/NO EDUCATION",100,182,30.1895906291511,"YES","SINGLE","Zachodnio-pomorskie","NO",700,"MIXED"
"NO","FEMALE",84,"SECONDARY",68,158,27.2392244832559,"YES","WIDOWED","Malopolskie","NO",1900,"PLEASED"
"NO","FEMALE",34,"SECONDARY",62,165,22.77318640955,"YES","MARRIED","Warminsko-mazurskie","NO",2200,"PLEASED"
"NO","MALE",66,"PRIMARY/NO EDUCATION",100,176,32.2830578512397,"YES","MARRIED","Mazowieckie","NO",818,"PLEASED"
"NO","FEMALE",63,"POST-SECONDARY OR HIGHER",80,160,31.25,"YES","SINGLE","Podkarpackie","NO",2500,"MIXED"
"NO","MALE",52,"SECONDARY",86,182,25.9630479410699,"NO","MARRIED","Wielkopolskie","NO",1760,"PLEASED"
"NO","MALE",66,"PRIMARY/NO EDUCATION",75,165,27.5482093663912,"YES","MARRIED","Wielkopolskie","NO",1100,"MOSTLY DISSATISFIED"
"NO","MALE",21,"SECONDARY",85,190,23.5457063711911,"NO","SINGLE","Pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",21,"SECONDARY",69,186,19.9445022545959,"NO","SINGLE","Lubelskie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",36,"SECONDARY",60,168,21.2585034013605,"YES","MARRIED","Lodzkie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",70,"PRIMARY/NO EDUCATION",66,165,24.2424242424242,"YES","WIDOWED","Slaskie","NO",1054,"MOSTLY SATISFIED"
"NO","FEMALE",32,"VOCATIONAL/GRAMMAR",89,180,27.4691358024691,"NO","MARRIED","Zachodnio-pomorskie","NO",500,"PLEASED"
"NO","MALE",19,"VOCATIONAL/GRAMMAR",60,164,22.3081499107674,"NO","SINGLE","Swietokrzyskie","NO",-8,"DELIGHTED"
"NO","FEMALE",33,"SECONDARY",85,173,28.4005479635136,"NO","MARRIED","Pomorskie","NO",400,"MOSTLY SATISFIED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",80,175,26.1224489795918,"YES","MARRIED","Kujawsko-pomorskie","NO",910,"MOSTLY SATISFIED"
"NO","FEMALE",23,"SECONDARY",55,165,20.2020202020202,"YES","SINGLE","Podkarpackie","NO",NA,"DELIGHTED"
"NO","MALE",54,"VOCATIONAL/GRAMMAR",89,173,29.7370443382672,"YES","MARRIED","Lodzkie","NO",3000,"PLEASED"
"NO","MALE",70,"PRIMARY/NO EDUCATION",85,168,30.1162131519274,"YES","MARRIED","Podlaskie","NO",1300,"PLEASED"
"YES","FEMALE",55,"PRIMARY/NO EDUCATION",50,163,18.8189243102864,"NO","MARRIED","Zachodnio-pomorskie","NO",600,"MIXED"
"NO","FEMALE",33,"POST-SECONDARY OR HIGHER",47,164,17.4747174301011,"NO","MARRIED","Wielkopolskie","NO",1000,"MOSTLY SATISFIED"
"NO","MALE",37,"POST-SECONDARY OR HIGHER",90,181,27.4716888983853,"NO","MARRIED","Podkarpackie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",56,"VOCATIONAL/GRAMMAR",91,170,31.4878892733564,"YES","MARRIED","Lubelskie","NO",2300,"PLEASED"
"NO","MALE",58,"VOCATIONAL/GRAMMAR",100,163,37.6378486205729,"YES","MARRIED","Kujawsko-pomorskie","NO",850,"PLEASED"
"YES","MALE",24,"SECONDARY",72,175,23.5102040816327,"YES","SINGLE","Lubelskie","NO",1000,"PLEASED"
"NO","FEMALE",64,"PRIMARY/NO EDUCATION",65,158,26.0374939913475,"YES","MARRIED","Warminsko-mazurskie","NO",920,"PLEASED"
"YES","MALE",40,"PRIMARY/NO EDUCATION",86,176,27.7634297520661,"NO","MARRIED","Swietokrzyskie","NO",1400,"PLEASED"
"NO","MALE",71,"VOCATIONAL/GRAMMAR",70,167,25.0995015956112,"YES","WIDOWED","Lodzkie","NO",800,"MIXED"
"NO","FEMALE",56,"SECONDARY",78,153,33.3205177495835,"YES","MARRIED","Mazowieckie","NO",1200,"PLEASED"
"YES","FEMALE",57,"SECONDARY",48,160,18.75,"YES","MARRIED","Lodzkie","NO",600,"MOSTLY SATISFIED"
"NO","FEMALE",78,"PRIMARY/NO EDUCATION",67,165,24.6097337006428,"YES","WIDOWED","Lodzkie","NO",1300,"MIXED"
"YES","FEMALE",54,"SECONDARY",60,151,26.3146353230121,"NO","MARRIED","Zachodnio-pomorskie","NO",1300,"PLEASED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",37,154,15.6012818350481,"NO","SINGLE","Pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",57,"PRIMARY/NO EDUCATION",NA,NA,NA,"YES","MARRIED","Mazowieckie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",90,"PRIMARY/NO EDUCATION",55,150,24.4444444444444,"YES","MARRIED","Lubuskie","NO",2200,"MIXED"
"NO","FEMALE",42,"SECONDARY",65,168,23.0300453514739,"NO","MARRIED","Pomorskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",33,"VOCATIONAL/GRAMMAR",74,170,25.6055363321799,"NO","MARRIED","Wielkopolskie","NO",2500,"PLEASED"
"NO","MALE",59,"SECONDARY",95,180,29.320987654321,"NO","MARRIED","Slaskie","NO",3000,"PLEASED"
"NO","FEMALE",79,"PRIMARY/NO EDUCATION",70,160,27.34375,"YES","WIDOWED","Mazowieckie","NO",900,"PLEASED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",70,152,30.297783933518,"YES","MARRIED","Kujawsko-pomorskie","NO",800,"MOSTLY SATISFIED"
"YES","FEMALE",34,"VOCATIONAL/GRAMMAR",69,168,24.4472789115646,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",55,"VOCATIONAL/GRAMMAR",69,158,27.639801313892,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","MALE",77,"PRIMARY/NO EDUCATION",65,176,20.9839876033058,"YES","MARRIED","Warminsko-mazurskie","NO",800,"PLEASED"
"NO","MALE",43,"PRIMARY/NO EDUCATION",68,170,23.5294117647059,"YES","SINGLE","Zachodnio-pomorskie","YES",1700,"MOSTLY DISSATISFIED"
"YES","FEMALE",35,"VOCATIONAL/GRAMMAR",80,172,27.0416441319632,"YES","MARRIED","Podkarpackie","NO",NA,"PLEASED"
"NO","FEMALE",41,"POST-SECONDARY OR HIGHER",83,170,28.719723183391,"NO","MARRIED","Podkarpackie","NO",1100,"MOSTLY SATISFIED"
"NO","MALE",40,"POST-SECONDARY OR HIGHER",80,178,25.2493372048984,"NO","DIVORCED","Mazowieckie","NO",3000,"PLEASED"
"YES","MALE",49,"SECONDARY",64,170,22.1453287197232,"YES","MARRIED","Mazowieckie","NO",1100,"MOSTLY DISSATISFIED"
"YES","MALE",35,"VOCATIONAL/GRAMMAR",80,170,27.681660899654,"YES","MARRIED","Kujawsko-pomorskie","NO",2000,"PLEASED"
"YES","FEMALE",47,"POST-SECONDARY OR HIGHER",63,163,23.7118446309609,"YES","MARRIED","Zachodnio-pomorskie","NO",3000,"MOSTLY SATISFIED"
"NO","FEMALE",70,"POST-SECONDARY OR HIGHER",72,152,31.1634349030471,"NO","DE FACTO SEPARATED","Lodzkie","NO",1400,"MOSTLY SATISFIED"
"YES","MALE",60,"VOCATIONAL/GRAMMAR",68,174,22.4600343506408,"NO","MARRIED","Malopolskie","NO",1500,"PLEASED"
"NO","MALE",16,"PRIMARY/NO EDUCATION",58,172,19.6051919956733,"NO","SINGLE","Warminsko-mazurskie","NO",NA,"MIXED"
"NO","FEMALE",30,"SECONDARY",53,160,20.703125,"YES","SINGLE","Lubelskie","NO",400,"MIXED"
"YES","FEMALE",29,"SECONDARY",58,159,22.9421304537004,"NO","SINGLE","Slaskie","NO",1300,"PLEASED"
"YES","MALE",40,"VOCATIONAL/GRAMMAR",82,187,23.4493408447482,"NO","MARRIED","Kujawsko-pomorskie","NO",3260,"PLEASED"
"YES","FEMALE",59,"SECONDARY",68,165,24.9770431588613,"YES","MARRIED","Wielkopolskie","NO",1150,"MOSTLY SATISFIED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",72,161,27.7767061455962,"YES","WIDOWED","Dolnoslaskie","NO",1350,"PLEASED"
"YES","FEMALE",23,"POST-SECONDARY OR HIGHER",60,164,22.3081499107674,"YES","SINGLE","Lubuskie","NO",1100,"MOSTLY SATISFIED"
"NO","MALE",76,"POST-SECONDARY OR HIGHER",89,176,28.7319214876033,"YES","MARRIED","Podkarpackie","NO",-8,"PLEASED"
"YES","FEMALE",64,"PRIMARY/NO EDUCATION",78,160,30.46875,"YES","WIDOWED","Kujawsko-pomorskie","NO",1450,"MOSTLY SATISFIED"
"YES","MALE",58,"VOCATIONAL/GRAMMAR",89,178,28.0898876404494,"NO","MARRIED","Swietokrzyskie","NO",2188,"PLEASED"
"NO","FEMALE",54,"VOCATIONAL/GRAMMAR",60,160,23.4375,"NO","MARRIED","Lubuskie","NO",700,"MOSTLY SATISFIED"
"YES","FEMALE",25,"SECONDARY",60,170,20.7612456747405,"NO","SINGLE","Mazowieckie","NO",100,"PLEASED"
"NO","FEMALE",74,"SECONDARY",72,158,28.8415318058003,"YES","MARRIED","Dolnoslaskie","NO",1200,"PLEASED"
"NO","FEMALE",34,"VOCATIONAL/GRAMMAR",68,164,25.2825698988697,"YES","MARRIED","Podkarpackie","NO",2500,"MOSTLY SATISFIED"
"NO","FEMALE",60,"VOCATIONAL/GRAMMAR",59,167,21.1552942020151,"NO","MARRIED","Wielkopolskie","NO",1300,"MOSTLY SATISFIED"
"YES","MALE",23,"VOCATIONAL/GRAMMAR",86,187,24.5932111298579,"YES","SINGLE","Kujawsko-pomorskie","NO",1000,"PLEASED"
"NO","MALE",40,"SECONDARY",92,176,29.7004132231405,"NO","MARRIED","Warminsko-mazurskie","NO",2500,"MOSTLY SATISFIED"
"NO","FEMALE",40,"VOCATIONAL/GRAMMAR",60,168,21.2585034013605,"YES","MARRIED","Lubelskie","NO",1200,"MOSTLY SATISFIED"
"YES","MALE",51,"VOCATIONAL/GRAMMAR",70,173,23.3886865581877,"YES","MARRIED","Zachodnio-pomorskie","YES",500,"MOSTLY SATISFIED"
"NO","MALE",37,"SECONDARY",99,188,28.0104119511091,"NO","MARRIED","Lubelskie","NO",1900,"PLEASED"
"YES","MALE",67,"PRIMARY/NO EDUCATION",80,162,30.4831580551745,"YES","SINGLE","Warminsko-mazurskie","NO",600,"MOSTLY DISSATISFIED"
"NO","FEMALE",64,"PRIMARY/NO EDUCATION",65,159,25.711008267078,"YES","MARRIED","Mazowieckie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",22,"SECONDARY",82,176,26.4721074380165,"YES","SINGLE","Wielkopolskie","NO",1200,"PLEASED"
"NO","FEMALE",58,"VOCATIONAL/GRAMMAR",60,160,23.4375,"YES","MARRIED","Swietokrzyskie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",52,"POST-SECONDARY OR HIGHER",55,160,21.484375,"YES","MARRIED","Slaskie","NO",2500,"DELIGHTED"
"NO","MALE",17,"VOCATIONAL/GRAMMAR",72,195,18.9349112426036,"NO","SINGLE","Podlaskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",50,"VOCATIONAL/GRAMMAR",100,173,33.4124093688396,"YES","MARRIED","Lubuskie","NO",1500,"PLEASED"
"NO","MALE",83,"PRIMARY/NO EDUCATION",78,165,28.6501377410468,"YES","MARRIED","Swietokrzyskie","NO",1230,"DELIGHTED"
"NO","MALE",56,"VOCATIONAL/GRAMMAR",86,169,30.1109905115367,"NO","MARRIED","Opolskie","NO",-8,"PLEASED"
"YES","MALE",53,"VOCATIONAL/GRAMMAR",90,182,27.170631566236,"NO","MARRIED","Lubuskie","NO",2400,"PLEASED"
"NO","FEMALE",16,"PRIMARY/NO EDUCATION",63,154,26.5643447461629,"NO","SINGLE","Wielkopolskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",90,"PRIMARY/NO EDUCATION",85,180,26.2345679012346,"YES","MARRIED","Lodzkie","NO",1200,"PLEASED"
"NO","MALE",72,"PRIMARY/NO EDUCATION",83,170,28.719723183391,"NO","MARRIED","Mazowieckie","NO",1000,"MIXED"
"NO","FEMALE",78,"PRIMARY/NO EDUCATION",62,158,24.8357634994392,"NO","MARRIED","Warminsko-mazurskie","NO",1580,"MOSTLY SATISFIED"
"YES","MALE",55,"VOCATIONAL/GRAMMAR",72,169,25.2092013584959,"YES","SINGLE","Swietokrzyskie","NO",800,"MIXED"
"YES","MALE",60,"VOCATIONAL/GRAMMAR",90,180,27.7777777777778,"YES","MARRIED","Zachodnio-pomorskie","NO",840,"MOSTLY DISSATISFIED"
"NO","MALE",66,"VOCATIONAL/GRAMMAR",90,174,29.7265160523187,"YES","MARRIED","Slaskie","NO",1200,"MOSTLY SATISFIED"
"YES","FEMALE",24,"VOCATIONAL/GRAMMAR",50,170,17.3010380622837,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",78,"PRIMARY/NO EDUCATION",NA,NA,NA,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",53,"SECONDARY",63,164,23.4235574063058,"YES","MARRIED","Slaskie","NO",1150,"MOSTLY SATISFIED"
"YES","MALE",55,"SECONDARY",80,179,24.9680097375238,"YES","MARRIED","Lubelskie","NO",4000,"MOSTLY SATISFIED"
"NO","FEMALE",60,"SECONDARY",60,150,26.6666666666667,"YES","MARRIED","Opolskie","NO",877,"MOSTLY SATISFIED"
"NO","FEMALE",71,"SECONDARY",80,162,30.4831580551745,"YES","WIDOWED","Lubuskie","NO",1500,"PLEASED"
"YES","FEMALE",56,"POST-SECONDARY OR HIGHER",49,159,19.3821446936434,"YES","DIVORCED","Pomorskie","NO",2500,"MIXED"
"NO","FEMALE",60,"POST-SECONDARY OR HIGHER",85,164,31.6032123735872,"YES","MARRIED","Mazowieckie","NO",1690,"PLEASED"
"NO","MALE",53,"SECONDARY",82,178,25.8805706350208,"NO","MARRIED","Lubuskie","NO",2000,"PLEASED"
"NO","MALE",31,"SECONDARY",80,167,28.6851446806985,"YES","MARRIED","Wielkopolskie","NO",2000,"PLEASED"
"NO","FEMALE",17,"VOCATIONAL/GRAMMAR",57,160,22.265625,"YES","SINGLE","Kujawsko-pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",64,"SECONDARY",76,185,22.2059897735573,"NO","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",52,159,20.5688066136624,"YES","MARRIED","Podlaskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",40,"VOCATIONAL/GRAMMAR",70,172,23.6614386154678,"YES","MARRIED","Lodzkie","NO",1900,"MOSTLY SATISFIED"
"YES","FEMALE",47,"PRIMARY/NO EDUCATION",47,150,20.8888888888889,"YES","MARRIED","Pomorskie","NO",560,"MOSTLY SATISFIED"
"NO","FEMALE",43,"POST-SECONDARY OR HIGHER",67,172,22.6473769605192,"YES","MARRIED","Slaskie","YES",-8,"PLEASED"
"NO","FEMALE",51,"SECONDARY",68,155,28.3038501560874,"YES","MARRIED","Malopolskie","NO",-8,"PLEASED"
"NO","FEMALE",52,"SECONDARY",60,168,21.2585034013605,"YES","MARRIED","Lubelskie","NO",2600,"MOSTLY SATISFIED"
