age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours,native,label
67, ?,125926, Some-college,10, Married-civ-spouse, ?, Husband, Male,0,0,8, United-States,0
39, Private,79331, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,40, United-States,1
40, Private,216116, 9th,5, Never-married, Machine-op-inspct, Unmarried, Female,0,0,40, Haiti,0
54, Private,229272, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
43, Local-gov,34640, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,1887,40, United-States,1
31, Private,244665, Some-college,10, Never-married, Exec-managerial, Not-in-family, Male,0,0,45, Honduras,0
23, Private,234460, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, Dominican-Republic,0
44, Private,185798, Assoc-voc,11, Separated, Craft-repair, Other-relative, Male,0,0,48, United-States,1
50, Local-gov,125417, Prof-school,15, Never-married, Exec-managerial, Not-in-family, Female,0,0,52, United-States,1
66, Private,193132, 9th,5, Separated, Other-service, Not-in-family, Female,0,0,30, United-States,0
32, Private,255424, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,1
40, Private,107306, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
37, Private,200863, Some-college,10, Widowed, Craft-repair, Unmarried, Male,0,0,40, United-States,0
38, ?,338212, Some-college,10, Married-civ-spouse, ?, Wife, Female,0,0,20, United-States,0
19, ?,252752, HS-grad,9, Never-married, ?, Own-child, Male,0,0,35, United-States,0
25, Federal-gov,339956, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
17, Private,46402, 7th-8th,4, Never-married, Sales, Own-child, Male,0,0,8, United-States,0
22, Private,180449, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,28, United-States,0
32, Private,157289, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Other-relative, Male,0,0,40, United-States,0
24, Local-gov,252024, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,72, United-States,1
45, State-gov,103406, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,1977,60, United-States,1
18, Private,132986, 12th,8, Never-married, Other-service, Own-child, Male,0,0,10, United-States,0
51, Private,191659, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,1887,65, United-States,1
34, Private,289984, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Female,0,0,30, United-States,0
19, ?,369678, HS-grad,9, Never-married, ?, Not-in-family, Male,0,0,30, United-States,0
43, Private,105119, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
28, Private,161087, Some-college,10, Never-married, Exec-managerial, Not-in-family, Female,0,0,45, Jamaica,0
26, Private,229523, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,56, United-States,0
21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, Male,0,0,50, Mexico,0
55, Private,92215, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,45, United-States,0
38, Private,218729, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,25, United-States,0
39, Private,56648, HS-grad,9, Separated, Sales, Not-in-family, Female,0,0,47, United-States,0
44, Private,104196, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,1
19, Private,327397, HS-grad,9, Never-married, Prof-specialty, Own-child, Male,0,0,30, United-States,0
55, Federal-gov,31965, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
40, Federal-gov,56795, Masters,14, Never-married, Exec-managerial, Not-in-family, Female,14084,0,55, United-States,1
47, Private,74305, Bachelors,13, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
46, Private,108699, Some-college,10, Widowed, Adm-clerical, Not-in-family, Female,0,0,60, United-States,0
60, Local-gov,313852, Masters,14, Divorced, Prof-specialty, Not-in-family, Female,0,0,25, United-States,0
70, Private,176285, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,23, United-States,0
34, State-gov,50178, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,38, United-States,0
27, Private,327766, Some-college,10, Divorced, Craft-repair, Not-in-family, Male,0,0,45, United-States,0
21, Private,143604, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
34, State-gov,190290, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,38, United-States,1
58, ?,158506, 11th,7, Married-civ-spouse, ?, Husband, Male,0,0,16, United-States,0
23, Private,213115, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
21, Private,240517, Some-college,10, Never-married, Machine-op-inspct, Own-child, Female,0,0,70, United-States,0
20, Private,284317, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,35, United-States,0
37, Private,151771, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
39, Private,216552, Masters,14, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
38, Private,300975, Masters,14, Married-civ-spouse, Other-service, Husband, Male,0,1485,40, ?,0
34, Self-emp-not-inc,345705, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,45, United-States,1
26, Self-emp-not-inc,281678, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,55, United-States,0
21, ?,494638, Assoc-acdm,12, Never-married, ?, Own-child, Male,0,0,15, United-States,0
32, Private,208291, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,0
68, Private,165017, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Italy,1
34, Private,299507, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, Female,0,0,40, United-States,0
45, Private,246392, HS-grad,9, Never-married, Priv-house-serv, Unmarried, Female,0,0,30, United-States,0
47, Self-emp-not-inc,218676, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
21, Private,353628, 10th,6, Separated, Sales, Unmarried, Female,0,0,38, United-States,0
20, Private,266467, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
29, Private,263831, Bachelors,13, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
32, Private,271276, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,80, United-States,1
46, Private,604380, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,0
61, Local-gov,260167, HS-grad,9, Widowed, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
30, Self-emp-not-inc,67072, Bachelors,13, Married-spouse-absent, Craft-repair, Not-in-family, Male,6849,0,60, United-States,0
32, Federal-gov,115066, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
36, Private,90159, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,32, United-States,1
28, Private,210765, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
34, Private,198613, 11th,7, Married-civ-spouse, Sales, Husband, Male,0,0,25, ?,0
22, Private,317019, Some-college,10, Never-married, Other-service, Not-in-family, Female,0,0,30, United-States,0
41, Self-emp-not-inc,117012, Masters,14, Never-married, Exec-managerial, Not-in-family, Female,0,0,55, United-States,0
36, Private,51089, Bachelors,13, Never-married, Craft-repair, Not-in-family, Male,0,0,60, United-States,0
43, Private,214781, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,0
47, Private,168337, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,48, United-States,1
36, Private,198587, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
22, State-gov,151991, Some-college,10, Never-married, Tech-support, Own-child, Male,0,0,20, United-States,0
44, Private,198316, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,50, United-States,1
39, Private,191002, HS-grad,9, Never-married, Sales, Not-in-family, Female,0,0,40, Poland,0
33, Private,405913, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, Peru,1
17, Private,98675, 9th,5, Never-married, Other-service, Unmarried, Female,0,0,20, United-States,0
23, Private,223019, HS-grad,9, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,0
26, Private,100147, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,45, United-States,1
27, Private,114967, Bachelors,13, Never-married, Sales, Own-child, Male,0,0,40, United-States,0
36, Local-gov,380614, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,35, Germany,1
32, Private,44677, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
47, Private,155659, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,55, United-States,1
45, Local-gov,153312, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,10, United-States,1
23, Private,211046, HS-grad,9, Never-married, Sales, Not-in-family, Female,2463,0,40, United-States,0
36, Private,247321, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,0
48, Private,431513, 10th,6, Married-civ-spouse, Craft-repair, Husband, Male,0,0,65, United-States,1
38, Private,168407, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,5721,0,44, United-States,0
43, Private,180599, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,60, United-States,1
45, Local-gov,125933, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
31, Private,258849, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
43, Local-gov,175526, Some-college,10, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,0
30, Private,156890, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,45, United-States,0
50, Self-emp-inc,219420, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,1
53, Private,394474, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
29, Private,197932, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, Female,0,0,40, Mexico,1
39, Private,225544, Masters,14, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, Poland,0
17, Private,184198, 11th,7, Never-married, Sales, Own-child, Female,0,0,13, United-States,0
44, Private,134120, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
37, Private,167482, 10th,6, Never-married, Craft-repair, Own-child, Male,0,0,35, United-States,0
37, Self-emp-inc,30529, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,2415,50, United-States,1
38, Private,111499, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,1977,99, United-States,1
59, Private,284834, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Female,2885,0,30, United-States,0
26, Private,64289, HS-grad,9, Never-married, Farming-fishing, Own-child, Male,0,0,40, United-States,0
22, Private,245524, 12th,8, Never-married, Other-service, Not-in-family, Male,0,0,35, United-States,0
44, Local-gov,189956, Bachelors,13, Married-civ-spouse, Protective-serv, Wife, Female,15024,0,40, United-States,1
57, Private,108426, HS-grad,9, Married-civ-spouse, Other-service, Husband, Male,0,0,48, England,0
21, Private,186314, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
54, ?,169785, Masters,14, Never-married, ?, Not-in-family, Female,0,0,40, United-States,0
21, Private,294295, HS-grad,9, Never-married, Adm-clerical, Unmarried, Male,0,0,40, United-States,0
19, Private,323810, 10th,6, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
32, Self-emp-inc,161153, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1902,55, United-States,1
58, Private,365511, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,40, Mexico,0
43, Private,124692, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
23, Private,151888, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,4650,0,50, Ireland,0
17, Local-gov,195262, 11th,7, Never-married, Craft-repair, Own-child, Male,0,0,35, United-States,0
44, Federal-gov,38434, Masters,14, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
39, Private,206520, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Male,0,0,45, United-States,0
28, Private,30912, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,0
35, Private,141896, 12th,8, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
41, Private,324629, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, Yugoslavia,0
50, Local-gov,20795, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,1
48, Private,101684, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,0
33, Private,90668, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
31, Private,272069, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, Male,0,0,40, United-States,0
27, State-gov,291196, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
57, Private,334224, Some-college,10, Married-civ-spouse, Craft-repair, Wife, Female,9386,0,40, United-States,1
36, Private,145933, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Male,0,2258,70, United-States,0
48, Self-emp-not-inc,397466, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,0
30, Private,112650, HS-grad,9, Divorced, Craft-repair, Own-child, Male,0,0,40, United-States,0
64, Federal-gov,175534, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, China,1
40, Private,168071, Assoc-voc,11, Divorced, Tech-support, Not-in-family, Male,3325,0,40, United-States,0
54, Private,421561, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
44, Private,112517, Masters,14, Married-civ-spouse, Tech-support, Husband, Male,0,0,20, United-States,1
22, Private,446140, HS-grad,9, Never-married, Sales, Own-child, Male,0,0,55, United-States,0
28, Private,96219, Bachelors,13, Married-civ-spouse, Other-service, Wife, Female,0,0,15, United-States,0
39, Private,337898, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Male,0,0,55, United-States,0
31, Private,329874, Some-college,10, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
40, Private,240504, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,1
43, Private,115932, Bachelors,13, Never-married, Sales, Not-in-family, Male,0,0,60, United-States,1
45, Self-emp-inc,145697, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,30, United-States,0
27, Local-gov,177072, Some-college,10, Never-married, Prof-specialty, Other-relative, Male,0,0,16, United-States,0
44, Private,216116, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, Female,0,0,40, Jamaica,0
54, Private,163826, HS-grad,9, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
22, Private,137876, Some-college,10, Never-married, Protective-serv, Not-in-family, Male,0,0,20, United-States,0
30, Private,171876, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Female,0,0,45, United-States,0
59, Private,158776, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
32, Private,256362, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,1
26, Private,290286, HS-grad,9, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
43, Private,117037, 11th,7, Married-civ-spouse, Transport-moving, Husband, Male,0,2042,40, United-States,0
36, Private,99146, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,45, United-States,1
33, Private,232356, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,1672,55, United-States,0
27, Private,230959, Bachelors,13, Never-married, Tech-support, Own-child, Female,0,0,40, Philippines,0
56, Private,129836, HS-grad,9, Married-civ-spouse, Other-service, Wife, Female,0,0,10, United-States,0
63, Private,219540, HS-grad,9, Divorced, Craft-repair, Not-in-family, Female,0,0,40, United-States,0
37, Self-emp-not-inc,31670, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,0
